id,fen,solution_ucis,category,sub_level,difficulty,title,theme,prompt,rating,rating_label,tags,explanation,active,source,lichess_id,nb_plays,popularity,opening_tags
lc_QbEhs,5r2/1p1n1p1k/p1b2npp/3qrN2/8/P1PP1PPB/2PQ2KP/4R3 w - - 0 25,"{""d2h6"",""h7g8"",""h6g7""}",pawn,2,beginner,Pawn 2 · Mate In2,mateIn2,White to move.,948,Novice,"{""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,QbEhs,17310,99,{}
lc_t9Iru,rn1qk2r/ppp1b2p/4pp2/4N3/3p4/8/PPP2PPP/RN1QK2R w KQkq - 0 10,"{""d1h5"",""e8f8"",""h5f7""}",pawn,2,beginner,Pawn 2 · Mate In2,mateIn2,White to move.,955,Novice,"{""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,t9Iru,6331,96,"{""Philidor_Defense"",""Philidor_Defense_Morphy_Gambit""}"
lc_7MeW9,8/1p4kp/5r2/p1p3K1/Pn1p4/7R/8/1B6 w - - 0 42,"{""h3h7"",""g7f8"",""g5f6""}",pawn,2,beginner,Pawn 2 · Deflection,deflection,White to move.,957,Novice,"{""crushing"",""deflection"",""endgame"",""master"",""short""}",A deflection — lure a defending piece away from the square it was guarding.,true,lichess,7MeW9,5617,96,{}
lc_WrbiP,r2qk2r/1p1b1pp1/p3p3/3pP2p/P4Bn1/1P1B2P1/2P3PP/R2QR1K1 b kq - 0 19,"{""d8b6"",""f4e3"",""g4e3"",""e1e3"",""b6e3""}",pawn,2,beginner,Pawn 2 · Crushing,crushing,Black to move.,957,Novice,"{""crushing"",""kingsideAttack"",""long"",""middlegame""}",Find the strongest continuation and seize the advantage.,true,lichess,WrbiP,4864,97,"{""Caro-Kann_Defense"",""Caro-Kann_Defense_Hillbilly_Attack""}"
lc_yxlSp,r4rk1/pp1bp1b1/2p2qpp/5p2/8/2NB3P/PPP1R1P1/2KR2Q1 w - - 6 20,"{""d3c4"",""g8h8"",""d1d7""}",pawn,2,beginner,Pawn 2 · Discovered Attack,discoveredAttack,White to move.,958,Novice,"{""advantage"",""discoveredAttack"",""middlegame"",""short""}",A discovered attack — moving one piece uncovers a deadly attack from another.,true,lichess,yxlSp,7651,96,"{""Blackmar-Diemer_Gambit"",""Blackmar-Diemer_Gambit_Netherlands_Variation""}"
lc_fwpGK,r2q3r/ppp1k2p/5p2/n1bPpQ2/3p4/3P4/PPP2PPP/R1B1K2R w KQ - 1 16,"{""f5e6"",""e7f8"",""c1h6""}",pawn,2,beginner,Pawn 2 · Mate In2,mateIn2,White to move.,959,Novice,"{""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,fwpGK,6631,97,"{""Scandinavian_Defense"",""Scandinavian_Defense_Other_variations""}"
lc_CVLl6,r1b2rk1/1p3ppp/pq6/2p1Q3/4PP2/3B3P/PPP3P1/R4RK1 b - - 0 18,"{""c5c4"",""g1h1"",""c4d3""}",pawn,2,beginner,Pawn 2 · Discovered Attack,discoveredAttack,Black to move.,963,Novice,"{""advantage"",""discoveredAttack"",""discoveredCheck"",""middlegame"",""short""}",A discovered attack — moving one piece uncovers a deadly attack from another.,true,lichess,CVLl6,4876,97,"{""Sicilian_Defense"",""Sicilian_Defense_Other_variations""}"
lc_FMGZk,4kr2/1p2n1p1/p4q1p/8/3pQ3/P7/BP3PPP/4R1K1 b - - 6 30,"{""f6f2"",""g1h1"",""f2f1"",""e1f1"",""f8f1""}",pawn,2,beginner,Pawn 2 · Mate In3,mateIn3,Black to move.,963,Novice,"{""backRankMate"",""endgame"",""long"",""mate"",""mateIn3"",""sacrifice""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,FMGZk,4814,97,{}
lc_SFYLd,8/R5pk/7p/7P/4NPK1/6P1/pr3P2/r7 w - - 4 49,"{""e4f6"",""h7h8"",""a7a8"",""b2b8"",""a8b8""}",pawn,2,beginner,Pawn 2 · Mate In3,mateIn3,White to move.,964,Novice,"{""endgame"",""long"",""mate"",""mateIn3"",""pin""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,SFYLd,5407,97,{}
lc_1vFH3,r3r1k1/pp1n3p/1np3p1/6N1/4bQ2/8/PqP2PPP/R3R1K1 w - - 0 23,"{""f4f7"",""g8h8"",""f7h7""}",pawn,2,beginner,Pawn 2 · Mate In2,mateIn2,White to move.,965,Novice,"{""kingsideAttack"",""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,1vFH3,6543,97,{}
lc_XqNBR,rnbqk1nr/ppppb2p/8/6p1/2B1Pp1P/8/PPPP2P1/RNBQK2R w KQkq - 0 7,"{""d1h5"",""e8f8"",""h5f7""}",pawn,2,beginner,Pawn 2 · Mate In2,mateIn2,White to move.,966,Novice,"{""mate"",""mateIn2"",""opening"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,XqNBR,6488,97,"{""Kings_Gambit_Accepted"",""Kings_Gambit_Accepted_Kings_Knights_Gambit""}"
lc_Plskc,1r4k1/5pp1/Rp3r2/2pP1q2/2P1p1B1/4P1Pp/5P1P/R2Q1NK1 b - - 0 34,"{""f5f2"",""g1h1"",""f2g2""}",pawn,2,beginner,Pawn 2 · Mate In2,mateIn2,Black to move.,966,Novice,"{""kingsideAttack"",""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,Plskc,4893,96,{}
lc_kDWxe,1R6/6R1/1p2k1p1/3n4/2P5/6r1/KP6/8 b - - 2 60,"{""d5b4"",""a2a1"",""g3g1""}",pawn,2,beginner,Pawn 2 · Mate In2,mateIn2,Black to move.,968,Novice,"{""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,kDWxe,5175,96,{}
lc_rit2V,3q1r1k/6pp/p3Qp2/1p5P/5NP1/3n2K1/PPr5/7R w - - 0 31,"{""f4g6"",""h7g6"",""h5g6"",""c2h2"",""h1h2""}",pawn,3,beginner,Pawn 3 · Mate In3,mateIn3,White to move.,968,Novice,"{""discoveredAttack"",""discoveredCheck"",""long"",""mate"",""mateIn3"",""middlegame"",""sacrifice""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,rit2V,5136,98,{}
lc_M1nMx,rnb2r2/pp2qppk/2ppN3/3nP3/6Q1/8/PPPB1PPP/R4RK1 w - - 2 16,"{""g4g7""}",pawn,3,beginner,Pawn 3 · Mate In1,mateIn1,White to move.,969,Novice,"{""master"",""mate"",""mateIn1"",""middlegame"",""oneMove""}",Checkmate in one — find the single move that ends the game immediately.,true,lichess,M1nMx,7209,96,"{""Caro-Kann_Defense"",""Caro-Kann_Defense_Other_variations""}"
lc_W8vsp,3rr1k1/p4ppp/B1p5/Qp1n1b2/3B4/2P5/PP3PPP/RN3K2 b - - 0 21,"{""f5d3"",""f1g1"",""e8e1""}",pawn,3,beginner,Pawn 3 · Mate In2,mateIn2,Black to move.,969,Novice,"{""backRankMate"",""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,W8vsp,5715,96,{}
lc_UHLTl,r4b2/p1p2Q2/1p4p1/7k/4p1bq/1B1P1n2/PPP1KP2/RNB5 w - - 1 24,"{""f7h7"",""f8h6"",""h7h6""}",pawn,3,beginner,Pawn 3 · Mate In2,mateIn2,White to move.,969,Novice,"{""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,UHLTl,5434,96,{}
lc_i8hQc,r2qr1k1/1p2bppp/p2p1n2/2p1p3/3nP3/2PPB1P1/PP1QNP1P/R2B1RK1 b - - 0 13,"{""d4f3"",""g1g2"",""f3d2""}",pawn,3,beginner,Pawn 3 · Fork,fork,Black to move.,970,Novice,"{""crushing"",""fork"",""opening"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,i8hQc,4818,96,"{""Sicilian_Defense"",""Sicilian_Defense_Old_Sicilian""}"
lc_VtIeD,r1bq2k1/pp4pp/4p3/3pP3/3P4/2P2Q2/PP4PP/5RK1 w - - 2 21,"{""f3f7"",""g8h8"",""f7f8"",""d8f8"",""f1f8""}",pawn,3,beginner,Pawn 3 · Mate In3,mateIn3,White to move.,972,Novice,"{""backRankMate"",""endgame"",""long"",""mate"",""mateIn3""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,VtIeD,5687,96,{}
lc_yefsS,7k/1p2b1pB/p3P2p/1b1p4/1P1B1qP1/P2Q3P/6K1/8 w - - 5 31,"{""d4g7"",""h8g7"",""d3g6"",""g7h8"",""g6g8""}",pawn,3,beginner,Pawn 3 · Mate In3,mateIn3,White to move.,972,Novice,"{""attraction"",""endgame"",""long"",""mate"",""mateIn3"",""sacrifice""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,yefsS,5472,95,{}
lc_PnxdM,4r1k1/pp3r2/6pp/2qpB3/4b3/P6P/1P1N1PP1/R2QR1K1 b - - 0 21,"{""c5f2"",""g1h2"",""f2g2""}",pawn,3,beginner,Pawn 3 · Mate In2,mateIn2,Black to move.,972,Novice,"{""kingsideAttack"",""master"",""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,PnxdM,5385,96,{}
lc_vVTZs,r5k1/1R3pbp/3B2p1/p1pP4/1nP5/1K3N1P/P4PP1/8 b - - 0 24,"{""a5a4"",""b3a3"",""b4c2""}",pawn,3,beginner,Pawn 3 · Mate In2,mateIn2,Black to move.,972,Novice,"{""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,vVTZs,5116,97,{}
lc_g3O00,3R4/5rpk/7p/8/4qr2/3Q4/PP4RP/7K b - - 3 40,"{""f4f1"",""d3f1"",""f7f1""}",pawn,3,beginner,Pawn 3 · Mate In2,mateIn2,Black to move.,972,Novice,"{""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,g3O00,4923,98,{}
lc_cAsj5,7k/6p1/p5q1/6rp/7Q/6RP/PP5K/3R4 b - - 0 29,"{""g6c2"",""d1d2"",""c2d2""}",pawn,3,beginner,Pawn 3 · Fork,fork,Black to move.,973,Novice,"{""crushing"",""endgame"",""fork"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,cAsj5,6006,96,{}
lc_8vdht,6k1/pp6/2p1p1q1/3pP1r1/3P1Qp1/2P1p2P/PP6/5RK1 w - - 0 30,"{""f4f8"",""g8h7"",""f1f7"",""g6f7"",""f8f7""}",pawn,3,beginner,Pawn 3 · Endgame,endgame,White to move.,973,Novice,"{""crushing"",""endgame"",""exposedKing"",""long""}",An endgame technique — precise play with few pieces where every tempo counts.,true,lichess,8vdht,5941,96,{}
lc_ueoWa,4r1k1/p4ppp/1b6/3Q4/4q3/7P/6P1/5R1K w - - 0 29,"{""d5f7"",""g8h8"",""f7f8"",""e8f8"",""f1f8""}",pawn,3,beginner,Pawn 3 · Mate In3,mateIn3,White to move.,973,Novice,"{""backRankMate"",""endgame"",""long"",""mate"",""mateIn3"",""sacrifice""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,ueoWa,5394,98,{}
lc_soAJO,rn3rk1/pbppq1pp/1p6/2bP4/2BNpp2/8/PPP1Q1PP/R1B1R1K1 w - - 2 13,"{""d5d6"",""e7f7"",""c4f7""}",pawn,3,beginner,Pawn 3 · Discovered Attack,discoveredAttack,White to move.,974,Novice,"{""advantage"",""discoveredAttack"",""discoveredCheck"",""kingsideAttack"",""opening"",""short""}",A discovered attack — moving one piece uncovers a deadly attack from another.,true,lichess,soAJO,6218,96,"{""Kings_Gambit_Accepted"",""Kings_Gambit_Accepted_Bishops_Gambit""}"
lc_JYErG,1k1r1b1r/3qppp1/1p3n2/1N6/3P3p/4P1P1/1P3PBP/R1B2RK1 w - - 0 21,"{""a1a8""}",pawn,3,beginner,Pawn 3 · Mate In1,mateIn1,White to move.,975,Novice,"{""mate"",""mateIn1"",""middlegame"",""oneMove"",""operaMate""}",Checkmate in one — find the single move that ends the game immediately.,true,lichess,JYErG,11362,97,{}
lc_Cx9F3,8/1p4pk/2q4p/2B1p3/4Pr2/2P5/PP3p1Q/3R1R1K b - - 2 36,"{""c6e4"",""h2g2"",""f4h4""}",pawn,4,beginner,Pawn 4 · Mate In2,mateIn2,Black to move.,975,Novice,"{""endgame"",""mate"",""mateIn2"",""pin"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,Cx9F3,4842,95,{}
lc_cFzNf,4r1k1/pp3p1p/5Rp1/8/q1n1P3/1P6/P1P1Q1PP/2KR4 b - - 0 25,"{""a4a3"",""c1b1"",""a3b2""}",pawn,4,beginner,Pawn 4 · Mate In2,mateIn2,Black to move.,975,Novice,"{""endgame"",""mate"",""mateIn2"",""queensideAttack"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,cFzNf,4819,97,{}
lc_eXEmt,7k/6pp/1p2r3/p7/q7/7P/P5P1/4RRK1 w - - 0 31,"{""f1f8""}",pawn,4,beginner,Pawn 4 · Mate In1,mateIn1,White to move.,976,Novice,"{""backRankMate"",""endgame"",""mate"",""mateIn1"",""oneMove"",""queenRookEndgame""}",Checkmate in one — find the single move that ends the game immediately.,true,lichess,eXEmt,5141,95,{}
lc_u74Bs,2Q5/6pk/p5pp/8/7K/2P2N1P/PP4r1/8 b - - 0 33,"{""g6g5"",""f3g5"",""h6g5"",""h4h5"",""g7g6""}",pawn,4,beginner,Pawn 4 · Mate In3,mateIn3,Black to move.,976,Novice,"{""endgame"",""long"",""mate"",""mateIn3""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,u74Bs,4898,97,{}
lc_mxU4M,2kr4/ppp2pp1/1b6/5N2/Pn5p/8/2P1N1PP/3R1K2 w - - 0 25,"{""f5e7"",""c8b8"",""d1d8""}",pawn,4,beginner,Pawn 4 · Mate In2,mateIn2,White to move.,977,Novice,"{""backRankMate"",""deflection"",""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,mxU4M,5270,97,{}
lc_f4OA4,r2qk2r/ppp1bppp/2n5/4p3/4P3/1PQ3P1/P1P1NP1P/R1B1K2R b KQkq - 4 12,"{""e7b4"",""e1g1"",""b4c3""}",pawn,4,beginner,Pawn 4 · Pin,pin,Black to move.,978,Novice,"{""crushing"",""middlegame"",""pin"",""short""}",A pin — the attacked piece can't move without exposing a more valuable piece behind it.,true,lichess,f4OA4,9316,95,"{""Kings_Pawn_Game"",""Kings_Pawn_Game_Other_variations""}"
lc_XWCFS,5k1r/1prbb1p1/p7/3pNp1p/P2P4/3B3P/3K4/1R4R1 w - - 0 31,"{""e5g6"",""f8f7"",""g6h8""}",pawn,4,beginner,Pawn 4 · Fork,fork,White to move.,978,Novice,"{""advantage"",""fork"",""master"",""middlegame"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,XWCFS,6742,96,{}
lc_jLXRy,8/q4k2/5r1p/p2p1Qp1/P2P4/2P4P/5PP1/6K1 w - - 0 42,"{""f5h7"",""f7e6"",""h7a7""}",pawn,4,beginner,Pawn 4 · Skewer,skewer,White to move.,979,Novice,"{""crushing"",""endgame"",""short"",""skewer""}","A skewer — the higher-value piece is forced to move, losing the piece behind it.",true,lichess,jLXRy,5686,96,{}
lc_qvFfc,r1bqk2r/pp1n1pb1/3Bp2p/1BPp2p1/3P4/7P/PP3PP1/R2QK1NR b KQkq - 1 13,"{""d8a5"",""d1d2"",""a5b5""}",pawn,4,beginner,Pawn 4 · Fork,fork,Black to move.,979,Novice,"{""advantage"",""fork"",""opening"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,qvFfc,5179,96,"{""Queens_Gambit_Declined"",""Queens_Gambit_Declined_Normal_Defense""}"
lc_IFMUY,r1bq3r/pp2k1pp/3p1n2/3Bp1B1/1Q1nP3/2N5/PP3PPP/R3K1NR b KQ - 1 11,"{""d4c2"",""e1f1"",""c2b4""}",pawn,4,beginner,Pawn 4 · Fork,fork,Black to move.,979,Novice,"{""crushing"",""fork"",""opening"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,IFMUY,5157,96,"{""Sicilian_Defense"",""Sicilian_Defense_Smith-Morra_Gambit""}"
lc_5daeH,8/8/2p1R2r/p1P3pk/1n6/1P5P/5PPK/8 w - - 0 36,"{""g2g4"",""h5h4"",""e6h6""}",pawn,4,beginner,Pawn 4 · Mate In2,mateIn2,White to move.,979,Novice,"{""deflection"",""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,5daeH,4863,97,{}
lc_lWlc4,r1bq1rk1/ppppB1b1/2n3pp/1B1NPp1n/3P4/5N2/PPP2PPP/R2QK2R b KQ - 0 9,"{""c6e7"",""d5e7"",""d8e7""}",pawn,4,beginner,Pawn 4 · Advantage,advantage,Black to move.,980,Novice,"{""advantage"",""opening"",""short""}",Find the strongest continuation and seize the advantage.,true,lichess,lWlc4,6028,96,"{""Modern_Defense"",""Modern_Defense_Other_variations""}"
lc_Jv3fH,3r2k1/p4ppp/1p6/3QP1q1/7n/P1P3P1/5R1P/3b2K1 w - - 2 28,"{""d5f7"",""g8h8"",""f7f8"",""d8f8"",""f2f8""}",pawn,4,beginner,Pawn 4 · Mate In3,mateIn3,White to move.,980,Novice,"{""backRankMate"",""endgame"",""long"",""mate"",""mateIn3"",""sacrifice""}",Checkmate in three — calculate the forcing line all the way to mate.,true,lichess,Jv3fH,5721,96,{}
lc_PdRmh,7k/5p2/p4Pp1/1pQ1P3/6P1/1KP5/PP4qr/8 w - - 0 37,"{""c5f8"",""h8h7"",""f8g7""}",pawn,4,beginner,Pawn 4 · Mate In2,mateIn2,White to move.,981,Novice,"{""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,PdRmh,8181,98,{}
lc_vO1MZ,rnbqk2r/pp2bppp/3ppn2/6B1/3N4/3BP3/PPP2PPP/RN1QK2R b KQkq - 3 7,"{""d8a5"",""b1c3"",""a5g5""}",pawn,4,beginner,Pawn 4 · Fork,fork,Black to move.,981,Novice,"{""advantage"",""fork"",""opening"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,vO1MZ,6629,95,"{""Indian_Defense"",""Indian_Defense_London_System""}"
lc_NHU1X,8/6pk/3N1pp1/8/2r5/1p3P1P/6P1/R6K b - - 1 46,"{""b3b2"",""a1g1"",""c4c1""}",pawn,4,beginner,Pawn 4 · Advanced Pawn,advancedPawn,Black to move.,981,Novice,"{""advancedPawn"",""crushing"",""endgame"",""short""}",An advanced pawn — push the passer or use its threats to win material.,true,lichess,NHU1X,5858,97,{}
lc_VMLta,Q1b3k1/5ppp/8/1ppPNq2/4n3/P3P3/5PPP/2R1K2R b K - 0 21,"{""f5f2"",""e1d1"",""f2d2""}",pawn,4,beginner,Pawn 4 · Mate In2,mateIn2,Black to move.,981,Novice,"{""attackingF2F7"",""master"",""mate"",""mateIn2"",""middlegame"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,VMLta,5660,97,{}
lc_5dvpM,8/3k3q/3r4/2Q5/8/8/8/4K3 w - - 2 67,"{""c5a7"",""d7c6"",""a7h7""}",pawn,5,beginner,Pawn 5 · Skewer,skewer,White to move.,982,Novice,"{""advantage"",""endgame"",""short"",""skewer""}","A skewer — the higher-value piece is forced to move, losing the piece behind it.",true,lichess,5dvpM,7162,97,{}
lc_Fe2S0,4R3/2qr2k1/p3p1p1/1p6/8/P2n1Q1P/5PP1/7K w - - 0 35,"{""f3f8"",""g7h7"",""f8h8""}",pawn,5,beginner,Pawn 5 · Mate In2,mateIn2,White to move.,982,Novice,"{""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,Fe2S0,5181,97,{}
lc_KyQbZ,5k2/2r2ppp/4p3/p3P3/B7/1K1R1P1r/8/8 w - - 6 36,"{""d3d8"",""f8e7"",""d8e8""}",pawn,5,beginner,Pawn 5 · Mate In2,mateIn2,White to move.,983,Novice,"{""endgame"",""mate"",""mateIn2"",""operaMate"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,KyQbZ,5981,97,{}
lc_9iy1H,r3r1k1/pppn1p1p/4q1p1/1B2PnB1/5P2/8/P1P3PP/R1Q2RK1 b - - 4 19,"{""e6b6"",""f1f2"",""b6b5""}",pawn,5,beginner,Pawn 5 · Fork,fork,Black to move.,983,Novice,"{""advantage"",""fork"",""middlegame"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,9iy1H,5545,96,"{""Kings_Pawn_Game"",""Kings_Pawn_Game_Leonardis_Variation""}"
lc_F1Eru,6k1/rr3p1p/4p1p1/4Q3/2q5/7P/2p2PP1/R1R3K1 w - - 0 34,"{""a1a7"",""b7a7"",""e5b8"",""g8g7"",""b8a7""}",pawn,5,beginner,Pawn 5 · Fork,fork,White to move.,983,Novice,"{""advantage"",""attraction"",""endgame"",""fork"",""long""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,F1Eru,5175,97,{}
lc_3GkKQ,r2qkbnr/p4ppp/b3p3/2ppP3/8/5N2/PP1P1PPP/RNBQK2R w KQkq - 0 8,"{""d1a4"",""d8d7"",""a4a6""}",pawn,5,beginner,Pawn 5 · Fork,fork,White to move.,983,Novice,"{""advantage"",""fork"",""opening"",""short""}","A fork — one piece attacks two enemy pieces at once, forcing a material win.",true,lichess,3GkKQ,4818,97,"{""Sicilian_Defense"",""Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack""}"
lc_9Kjbj,5k2/5q2/4B2p/4Q3/p2P3P/2P5/r4PP1/6K1 b - - 5 36,"{""f7f2"",""g1h2"",""f2g2""}",pawn,5,beginner,Pawn 5 · Mate In2,mateIn2,Black to move.,985,Novice,"{""endgame"",""mate"",""mateIn2"",""short""}",Checkmate in two — a forced sequence that delivers checkmate on move two.,true,lichess,9Kjbj,5091,100,{}
